lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-12-05 01:02:05.107557,,,,,12.0,0.09235655516386032,0.0003643586824182421,0.09235655516386032,0.17025336623191833,0.0009234908502548933,0.17025336623191833,,,
,2023-12-05 01:02:05.118950,,,,,12.0,,,,,,,0.18498054146766663,0.0033278735354542732,0.18498054146766663
0.02,2023-12-05 01:02:26.539314,,,,,,,,,,,,,,
,2023-12-05 01:02:27.406181,0.2638136148452759,0.0021789344027638435,0.2638136148452759,5549.0,13.0,,,,,,,,,
0.02,2023-12-05 01:03:10.024391,,,,,,,,,,,,,,
,2023-12-05 01:03:10.889275,0.10482978820800781,0.00043887022184208035,0.10482978820800781,5599.0,13.0,,,,,,,,,
0.02,2023-12-05 01:03:53.518044,,,,,,,,,,,,,,
,2023-12-05 01:03:54.382332,0.12499220669269562,0.00044820632319897413,0.12499220669269562,5649.0,13.0,,,,,,,,,
0.02,2023-12-05 01:04:36.984661,,,,,,,,,,,,,,
,2023-12-05 01:04:37.853410,0.2317701131105423,0.035947173833847046,0.2317701131105423,5699.0,13.0,,,,,,,,,
0.02,2023-12-05 01:05:20.470866,,,,,,,,,,,,,,
,2023-12-05 01:05:21.338510,0.18459093570709229,0.0006945683271624148,0.18459093570709229,5749.0,13.0,,,,,,,,,
0.02,2023-12-05 01:06:03.963339,,,,,,,,,,,,,,
,2023-12-05 01:06:04.828087,0.11203823238611221,0.0005425921990536153,0.11203823238611221,5799.0,13.0,,,,,,,,,
0.02,2023-12-05 01:06:47.428193,,,,,,,,,,,,,,
,2023-12-05 01:06:48.298306,0.1958371102809906,0.0014048966113477945,0.1958371102809906,5849.0,13.0,,,,,,,,,
0.02,2023-12-05 01:07:30.921671,,,,,,,,,,,,,,
,2023-12-05 01:07:31.789767,0.19290699064731598,0.0007151949685066938,0.19290699064731598,5899.0,13.0,,,,,,,,,
0.02,2023-12-05 01:08:14.465087,,,,,,,,,,,,,,
,2023-12-05 01:08:15.328294,0.1694982945919037,0.000605024048127234,0.1694982945919037,5949.0,13.0,,,,,,,,,
,2023-12-05 01:08:20.538743,,,,,13.0,0.13409878313541412,0.0005800496437586844,0.13409878313541412,0.11605027318000793,0.0005863385158590972,0.11605027318000793,,,
